"region","glu_name","region_id","metric_id","landclass","1975","1990","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"Africa_Eastern","LChad",2,"151","biomass_grass_RFD",0,0,0,0,0,0,0.24561,0.275223,0.321156,0.397829,0.47659,0.556718
"Africa_Eastern","LChad",2,"151","Corn_IRR",0.0279924,0.0322596,0.0215704,0.01130178,0.0101618,0.00984222,0.0097889,0.00944286,0.01035656,0.01134611,0.0113417,0.01244363
"Africa_Eastern","LChad",2,"151","Corn_RFD",0.0261262,0.030109,0.0201324,0.01054834,0.0094844,0.00907927,0.00892026,0.00857441,0.00918721,0.0099592,0.00990717,0.01097924
"Africa_Eastern","LChad",2,"151","FiberCrop_IRR",0.1607564,0.0925036,0.0609214,0.03323,0.029157,0.0295601,0.0306009,0.0317571,0.0322949,0.032108,0.0320203,0.0323546
"Africa_Eastern","LChad",2,"151","FiberCrop_RFD",0.1821284,0.1048018,0.0690206,0.037648,0.0330334,0.0334851,0.0360868,0.0379628,0.0397201,0.0406101,0.0410936,0.0415147
"Africa_Eastern","LChad",2,"151","FodderGrass_IRR",0,0.0892874,0.1125796,0.1148998,0.1149686,0.1342076,0.1535737,0.1796696,0.2089799,0.2404249,0.2756284,0.3080116
"Africa_Eastern","LChad",2,"151","FodderGrass_RFD",0,0,0,0,0,0,0,0,0,0,0,0
"Africa_Eastern","LChad",2,"151","Grassland",22.3367,14.7238,6.48912,6.34668,0.65233,0.619138,0.580191,0.539179,0.495991,0.450808,0.405419,0.361743
"Africa_Eastern","LChad",2,"151","MiscCrop_IRR",0.00528062,0.0102234,0.0188058,0.0225898,0.0223466,0.0245977,0.0264776,0.0281781,0.031594,0.0342385,0.0367486,0.0379493
"Africa_Eastern","LChad",2,"151","MiscCrop_RFD",0.1672882,0.323878,0.59577,0.715646,0.70794,0.780521,0.875856,0.945521,1.097458,1.231138,1.348193,1.396295
"Africa_Eastern","LChad",2,"151","OilCrop_IRR",0.01405224,0.0115086,0.0187984,0.0200914,0.020528,0.0210647,0.0226041,0.0234462,0.0239384,0.024183,0.02411364,0.02374376
"Africa_Eastern","LChad",2,"151","OilCrop_RFD",1.34808,1.104054,1.803392,1.927424,1.969302,2.14996,2.52877,2.77613,2.86515,2.92728,2.913587,2.8204
"Africa_Eastern","LChad",2,"151","OtherArableLand",3.84156,3.47009,5.79586,5.61916,11.1555,10.3922,9.47584,8.60136,7.73751,6.85734,6.01762,5.21146
"Africa_Eastern","LChad",2,"151","OtherGrain_IRR",0.0001454004,0.0002382,0.0003444,0.000316816,0.0002958,0.00032532,0.000335563,0.000346994,0.000351549,0.000349786,0.000338077,0.000341725
"Africa_Eastern","LChad",2,"151","OtherGrain_RFD",1.829288,2.99518,4.33126,3.98262,3.71876,4.10146,4.32089,4.55655,4.61345,4.6371,4.53195,4.65999
"Africa_Eastern","LChad",2,"151","Pasture",3.10836,4.03483,6.05711,6.66928,6.43147,7.3283,8.14347,9.22754,10.484,11.7538,13.1152,14.2667
"Africa_Eastern","LChad",2,"151","ProtectedGrassland",5.87098,5.87097,5.87097,5.87127,5.87097,5.87097,5.87097,5.87097,5.87097,5.87097,5.87097,5.87097
